# R load [Ohms], Mean absolute voltage [V], Mean instant power [W]
1.000000000000000000e+04,3.277282714843750017e-03,1.330967367130474550e-09
1.000000000000000000e+05,2.726104736328124889e-02,8.579969437122034421e-09
5.000000000000000000e+05,9.911483764648437722e-02,2.268471033736643456e-08
1.000000000000000000e+06,1.502218627929687300e-01,2.647016777421699075e-08
1.000000000000000000e+07,2.717243957519531183e-01,8.594791201372929382e-09
