# t [s], pressure [Bar], voltage [V]
4.194304000000000261e-03,-1.250000000000000069e-02,-5.074999999999999512e-01
4.325376000000000568e-03,-1.375000000000000007e-02,-5.074999999999999512e-01
4.456448000000000007e-03,-1.250000000000000069e-02,-5.074999999999999512e-01
4.587520000000000313e-03,-1.250000000000000069e-02,-5.074999999999999512e-01
4.718592000000000619e-03,-1.250000000000000069e-02,-5.074999999999999512e-01
4.849664000000000058e-03,-1.250000000000000069e-02,-5.074999999999999512e-01
4.980736000000000364e-03,-1.250000000000000069e-02,-5.074999999999999512e-01
5.111808000000000671e-03,-1.250000000000000069e-02,-5.074999999999999512e-01
5.242880000000000110e-03,-1.250000000000000069e-02,-5.074999999999999512e-01
5.373952000000000416e-03,-1.250000000000000069e-02,-5.074999999999999512e-01
5.505024000000000722e-03,-1.250000000000000069e-02,-5.074999999999999512e-01
5.636096000000000161e-03,-1.250000000000000069e-02,-5.074999999999999512e-01
5.767168000000000468e-03,-1.250000000000000069e-02,-5.074999999999999512e-01
5.898240000000000774e-03,-1.250000000000000069e-02,-5.074999999999999512e-01
6.029312000000000213e-03,-1.250000000000000069e-02,-5.074999999999999512e-01
6.160384000000000519e-03,-1.250000000000000069e-02,-5.074999999999999512e-01
6.291456000000000826e-03,-1.250000000000000069e-02,-5.074999999999999512e-01
6.422528000000000264e-03,-1.250000000000000069e-02,-5.074999999999999512e-01
6.553600000000000571e-03,-1.250000000000000069e-02,-5.074999999999999512e-01
6.684672000000000010e-03,-1.250000000000000069e-02,-5.074999999999999512e-01
6.815744000000000316e-03,-1.250000000000000069e-02,-5.074999999999999512e-01
6.946816000000000622e-03,-1.250000000000000069e-02,-5.074999999999999512e-01
7.077888000000000061e-03,-1.250000000000000069e-02,-5.074999999999999512e-01
7.208960000000000368e-03,-1.250000000000000069e-02,-5.074999999999999512e-01
7.340032000000000674e-03,-1.250000000000000069e-02,-5.074999999999999512e-01
7.471104000000000113e-03,-1.250000000000000069e-02,-5.074999999999999512e-01
7.602176000000000419e-03,-1.250000000000000069e-02,-5.074999999999999512e-01
7.733248000000000726e-03,-1.250000000000000069e-02,-5.074999999999999512e-01
7.864320000000001032e-03,-1.250000000000000069e-02,-5.074999999999999512e-01
7.995392000000000471e-03,-1.250000000000000069e-02,-5.050000000000000044e-01
8.126463999999999910e-03,-1.250000000000000069e-02,-5.074999999999999512e-01
8.257536000000001083e-03,-1.250000000000000069e-02,-5.074999999999999512e-01
8.388608000000000522e-03,-1.250000000000000069e-02,-5.074999999999999512e-01
8.519679999999999961e-03,-1.250000000000000069e-02,-5.074999999999999512e-01
8.650752000000001135e-03,-1.250000000000000069e-02,-5.074999999999999512e-01
8.781824000000000574e-03,-1.250000000000000069e-02,-5.074999999999999512e-01
8.912896000000000013e-03,-1.250000000000000069e-02,-5.074999999999999512e-01
9.043968000000001187e-03,-1.250000000000000069e-02,-5.050000000000000044e-01
9.175040000000000626e-03,-1.250000000000000069e-02,-5.074999999999999512e-01
9.306112000000000065e-03,-1.250000000000000069e-02,-5.074999999999999512e-01
9.437184000000001238e-03,-1.250000000000000069e-02,-5.050000000000000044e-01
9.568256000000000677e-03,-1.250000000000000069e-02,-5.050000000000000044e-01
9.699328000000000116e-03,-1.250000000000000069e-02,-5.050000000000000044e-01
9.830400000000001290e-03,-1.250000000000000069e-02,-5.050000000000000044e-01
9.961472000000000729e-03,-1.250000000000000069e-02,-5.050000000000000044e-01
1.009254400000000017e-02,-1.375000000000000007e-02,-5.050000000000000044e-01
1.022361600000000134e-02,-1.250000000000000069e-02,-5.074999999999999512e-01
1.035468800000000078e-02,-1.250000000000000069e-02,-5.074999999999999512e-01
1.048576000000000022e-02,-1.250000000000000069e-02,-5.050000000000000044e-01
1.061683200000000139e-02,-1.250000000000000069e-02,-5.050000000000000044e-01
1.074790400000000083e-02,-1.250000000000000069e-02,-5.050000000000000044e-01
1.087897600000000027e-02,-1.250000000000000069e-02,-5.074999999999999512e-01
1.101004800000000144e-02,-1.250000000000000069e-02,-5.050000000000000044e-01
1.114112000000000088e-02,-1.250000000000000069e-02,-5.050000000000000044e-01
1.127219200000000032e-02,-1.250000000000000069e-02,-5.050000000000000044e-01
1.140326400000000150e-02,-1.250000000000000069e-02,-5.050000000000000044e-01
1.153433600000000094e-02,-1.375000000000000007e-02,-5.050000000000000044e-01
1.166540800000000037e-02,-1.250000000000000069e-02,-5.050000000000000044e-01
1.179648000000000155e-02,-1.250000000000000069e-02,-5.050000000000000044e-01
1.192755200000000099e-02,-1.250000000000000069e-02,-5.050000000000000044e-01
1.205862400000000043e-02,-1.375000000000000007e-02,-5.050000000000000044e-01
1.218969600000000160e-02,-1.250000000000000069e-02,-5.050000000000000044e-01
1.232076800000000104e-02,-1.375000000000000007e-02,-5.050000000000000044e-01
1.245184000000000048e-02,-1.375000000000000007e-02,-5.050000000000000044e-01
1.258291200000000165e-02,-1.375000000000000007e-02,-5.050000000000000044e-01
1.271398400000000109e-02,-1.499999999999999944e-02,-5.050000000000000044e-01
1.284505600000000053e-02,-1.375000000000000007e-02,-5.050000000000000044e-01
1.297612799999999997e-02,-1.375000000000000007e-02,-5.050000000000000044e-01
1.310720000000000114e-02,-1.250000000000000069e-02,-5.050000000000000044e-01
1.323827200000000058e-02,-1.375000000000000007e-02,-5.050000000000000044e-01
1.336934400000000002e-02,-1.250000000000000069e-02,-5.050000000000000044e-01
1.350041600000000119e-02,-1.250000000000000069e-02,-5.050000000000000044e-01
1.363148800000000063e-02,-1.250000000000000069e-02,-5.050000000000000044e-01
1.376256000000000007e-02,-1.250000000000000069e-02,-5.050000000000000044e-01
1.389363200000000124e-02,-1.375000000000000007e-02,-5.050000000000000044e-01
1.402470400000000068e-02,-1.250000000000000069e-02,-5.050000000000000044e-01
1.415577600000000012e-02,-1.375000000000000007e-02,-5.050000000000000044e-01
1.428684800000000130e-02,-1.375000000000000007e-02,-5.050000000000000044e-01
1.441792000000000074e-02,-1.375000000000000007e-02,-5.050000000000000044e-01
1.454899200000000017e-02,-1.250000000000000069e-02,-5.050000000000000044e-01
1.468006400000000135e-02,-1.375000000000000007e-02,-5.050000000000000044e-01
1.481113600000000079e-02,-1.250000000000000069e-02,-5.050000000000000044e-01
1.494220800000000023e-02,-1.250000000000000069e-02,-5.050000000000000044e-01
1.507328000000000140e-02,-1.375000000000000007e-02,-5.050000000000000044e-01
1.520435200000000084e-02,-1.250000000000000069e-02,-5.050000000000000044e-01
1.533542400000000028e-02,-1.250000000000000069e-02,-5.050000000000000044e-01
1.546649600000000145e-02,-1.375000000000000007e-02,-5.050000000000000044e-01
1.559756800000000089e-02,-1.250000000000000069e-02,-5.050000000000000044e-01
1.572864000000000206e-02,-1.250000000000000069e-02,-5.050000000000000044e-01
1.585971200000000150e-02,-1.250000000000000069e-02,-5.050000000000000044e-01
1.599078400000000094e-02,-1.375000000000000007e-02,-5.050000000000000044e-01
1.612185600000000038e-02,-1.375000000000000007e-02,-5.050000000000000044e-01
1.625292799999999982e-02,-1.250000000000000069e-02,-5.050000000000000044e-01
1.638400000000000273e-02,-1.375000000000000007e-02,-5.050000000000000044e-01
1.651507200000000217e-02,-1.375000000000000007e-02,-5.050000000000000044e-01
1.664614400000000161e-02,-1.250000000000000069e-02,-5.050000000000000044e-01
1.677721600000000104e-02,-1.250000000000000069e-02,-5.050000000000000044e-01
1.690828800000000048e-02,-1.375000000000000007e-02,-5.050000000000000044e-01
1.703935999999999992e-02,-1.375000000000000007e-02,-5.050000000000000044e-01
1.717043199999999936e-02,-1.375000000000000007e-02,-5.050000000000000044e-01
1.730150400000000227e-02,-1.250000000000000069e-02,-5.050000000000000044e-01
1.743257600000000171e-02,-1.375000000000000007e-02,-5.050000000000000044e-01
1.756364800000000115e-02,-1.375000000000000007e-02,-5.050000000000000044e-01
1.769472000000000059e-02,-1.250000000000000069e-02,-5.050000000000000044e-01
1.782579200000000003e-02,-1.375000000000000007e-02,-5.050000000000000044e-01
1.795686399999999946e-02,-1.375000000000000007e-02,-5.050000000000000044e-01
1.808793600000000237e-02,-1.375000000000000007e-02,-5.050000000000000044e-01
1.821900800000000181e-02,-1.375000000000000007e-02,-5.050000000000000044e-01
1.835008000000000125e-02,-1.499999999999999944e-02,-5.050000000000000044e-01
1.848115200000000069e-02,-1.375000000000000007e-02,-5.050000000000000044e-01
1.861222400000000013e-02,-1.375000000000000007e-02,-5.050000000000000044e-01
1.874329599999999957e-02,-1.375000000000000007e-02,-5.050000000000000044e-01
1.887436800000000248e-02,-1.375000000000000007e-02,-5.050000000000000044e-01
1.900544000000000192e-02,-1.375000000000000007e-02,-5.050000000000000044e-01
1.913651200000000135e-02,-1.375000000000000007e-02,-5.050000000000000044e-01
1.926758400000000079e-02,-1.375000000000000007e-02,-5.050000000000000044e-01
1.939865600000000023e-02,-1.375000000000000007e-02,-5.074999999999999512e-01
1.952972799999999967e-02,-1.250000000000000069e-02,-5.074999999999999512e-01
1.966080000000000258e-02,-1.250000000000000069e-02,-5.074999999999999512e-01
1.979187200000000202e-02,-1.375000000000000007e-02,-5.074999999999999512e-01
1.992294400000000146e-02,-1.499999999999999944e-02,-5.074999999999999512e-01
2.005401600000000090e-02,-1.375000000000000007e-02,-5.074999999999999512e-01
2.018508800000000034e-02,-1.375000000000000007e-02,-5.074999999999999512e-01
2.031615999999999977e-02,-1.375000000000000007e-02,-5.050000000000000044e-01
2.044723200000000268e-02,-1.250000000000000069e-02,-5.074999999999999512e-01
2.057830400000000212e-02,-1.375000000000000007e-02,-5.074999999999999512e-01
2.070937600000000156e-02,-1.375000000000000007e-02,-5.050000000000000044e-01
2.084044800000000100e-02,-1.250000000000000069e-02,-5.050000000000000044e-01
2.097152000000000044e-02,-1.250000000000000069e-02,-5.050000000000000044e-01
2.110259199999999988e-02,-1.250000000000000069e-02,-5.050000000000000044e-01
2.123366400000000279e-02,-1.250000000000000069e-02,-5.050000000000000044e-01
2.136473600000000223e-02,-1.250000000000000069e-02,-5.074999999999999512e-01
2.149580800000000166e-02,-1.124999999999999958e-02,-5.050000000000000044e-01
2.162688000000000110e-02,-1.124999999999999958e-02,-5.074999999999999512e-01
2.175795200000000054e-02,-1.124999999999999958e-02,-5.074999999999999512e-01
2.188902399999999998e-02,-1.124999999999999958e-02,-5.050000000000000044e-01
2.202009600000000289e-02,-1.124999999999999958e-02,-5.050000000000000044e-01
2.215116800000000233e-02,-1.124999999999999958e-02,-5.074999999999999512e-01
2.228224000000000177e-02,-1.124999999999999958e-02,-5.074999999999999512e-01
2.241331200000000121e-02,-8.750000000000000833e-03,-5.050000000000000044e-01
2.254438400000000065e-02,-7.499999999999999722e-03,-5.074999999999999512e-01
2.267545600000000008e-02,-7.499999999999999722e-03,-5.074999999999999512e-01
2.280652800000000299e-02,-7.499999999999999722e-03,-5.050000000000000044e-01
2.293760000000000243e-02,-7.499999999999999722e-03,-5.050000000000000044e-01
2.306867200000000187e-02,-7.499999999999999722e-03,-5.050000000000000044e-01
2.319974400000000131e-02,-6.250000000000000347e-03,-5.050000000000000044e-01
2.333081600000000075e-02,-2.500000000000000052e-03,-5.050000000000000044e-01
2.346188800000000019e-02,-2.500000000000000052e-03,-5.050000000000000044e-01
2.359296000000000310e-02,-2.500000000000000052e-03,-5.050000000000000044e-01
2.372403200000000253e-02,-2.500000000000000052e-03,-5.050000000000000044e-01
2.385510400000000197e-02,-2.500000000000000052e-03,-5.074999999999999512e-01
2.398617600000000141e-02,-2.500000000000000052e-03,-5.074999999999999512e-01
2.411724800000000085e-02,-2.500000000000000052e-03,-5.074999999999999512e-01
2.424832000000000029e-02,1.250000000000000026e-03,-5.074999999999999512e-01
2.437939200000000320e-02,2.500000000000000052e-03,-5.050000000000000044e-01
2.451046400000000264e-02,1.250000000000000026e-03,-5.050000000000000044e-01
2.464153600000000208e-02,2.500000000000000052e-03,-5.050000000000000044e-01
2.477260800000000152e-02,1.250000000000000026e-03,-5.074999999999999512e-01
2.490368000000000095e-02,2.500000000000000052e-03,-5.074999999999999512e-01
2.503475200000000039e-02,2.500000000000000052e-03,-5.050000000000000044e-01
2.516582400000000330e-02,5.000000000000000104e-03,-5.050000000000000044e-01
2.529689600000000274e-02,7.499999999999999722e-03,-5.074999999999999512e-01
2.542796800000000218e-02,7.499999999999999722e-03,-5.074999999999999512e-01
2.555904000000000162e-02,8.750000000000000833e-03,-5.050000000000000044e-01
2.569011200000000106e-02,8.750000000000000833e-03,-5.050000000000000044e-01
2.582118400000000050e-02,7.499999999999999722e-03,-5.050000000000000044e-01
2.595225599999999994e-02,8.750000000000000833e-03,-5.050000000000000044e-01
2.608332800000000284e-02,1.124999999999999958e-02,-5.050000000000000044e-01
2.621440000000000228e-02,1.250000000000000069e-02,-5.050000000000000044e-01
2.634547200000000172e-02,1.250000000000000069e-02,-5.050000000000000044e-01
2.647654400000000116e-02,1.250000000000000069e-02,-5.050000000000000044e-01
2.660761600000000060e-02,1.250000000000000069e-02,-5.050000000000000044e-01
2.673868800000000004e-02,1.375000000000000007e-02,-5.050000000000000044e-01
2.686976000000000295e-02,1.250000000000000069e-02,-5.050000000000000044e-01
2.700083200000000239e-02,1.625000000000000056e-02,-5.050000000000000044e-01
2.713190400000000183e-02,1.874999999999999931e-02,-5.050000000000000044e-01
2.726297600000000126e-02,1.874999999999999931e-02,-5.050000000000000044e-01
2.739404800000000070e-02,1.874999999999999931e-02,-5.050000000000000044e-01
2.752512000000000014e-02,1.874999999999999931e-02,-5.050000000000000044e-01
2.765619200000000305e-02,2.000000000000000042e-02,-5.050000000000000044e-01
2.778726400000000249e-02,1.874999999999999931e-02,-5.050000000000000044e-01
2.791833600000000193e-02,2.125000000000000153e-02,-5.050000000000000044e-01
2.804940800000000137e-02,2.500000000000000139e-02,-5.050000000000000044e-01
2.818048000000000081e-02,2.500000000000000139e-02,-5.050000000000000044e-01
2.831155200000000025e-02,2.500000000000000139e-02,-5.050000000000000044e-01
2.844262400000000315e-02,2.500000000000000139e-02,-5.050000000000000044e-01
2.857369600000000259e-02,2.500000000000000139e-02,-5.050000000000000044e-01
2.870476800000000203e-02,2.500000000000000139e-02,-5.074999999999999512e-01
2.883584000000000147e-02,2.750000000000000014e-02,-5.050000000000000044e-01
2.896691200000000091e-02,3.624999999999999750e-02,-5.050000000000000044e-01
2.909798400000000035e-02,4.250000000000000305e-02,-5.050000000000000044e-01
2.922905600000000326e-02,5.750000000000000250e-02,-5.050000000000000044e-01
2.936012800000000270e-02,8.000000000000000167e-02,-5.050000000000000044e-01
2.949120000000000213e-02,1.100000000000000006e-01,-5.050000000000000044e-01
2.962227200000000157e-02,1.449999999999999900e-01,-5.050000000000000044e-01
2.975334400000000101e-02,1.900000000000000022e-01,-5.050000000000000044e-01
2.988441600000000045e-02,2.862500000000000044e-01,-5.050000000000000044e-01
3.001548800000000336e-02,3.074999999999999956e-01,-5.050000000000000044e-01
3.014656000000000280e-02,3.125000000000000000e-01,-5.050000000000000044e-01
3.027763200000000224e-02,3.175000000000000044e-01,-5.050000000000000044e-01
3.040870400000000168e-02,3.200000000000000067e-01,-5.050000000000000044e-01
3.053977600000000112e-02,3.212499999999999800e-01,-5.050000000000000044e-01
3.067084800000000055e-02,3.287499999999999867e-01,-5.050000000000000044e-01
3.080192000000000346e-02,4.149999999999999800e-01,-5.050000000000000044e-01
3.093299200000000290e-02,4.137500000000000067e-01,-5.050000000000000044e-01
3.106406400000000234e-02,3.950000000000000178e-01,-5.050000000000000044e-01
3.119513600000000178e-02,3.837499999999999800e-01,-5.050000000000000044e-01
3.132620800000000122e-02,3.775000000000000022e-01,-5.050000000000000044e-01
3.145728000000000413e-02,3.737500000000000266e-01,-5.050000000000000044e-01
3.158835200000000010e-02,3.724999999999999978e-01,-5.050000000000000044e-01
3.171942400000000301e-02,4.575000000000000178e-01,-5.050000000000000044e-01
3.185049599999999898e-02,4.625000000000000222e-01,-5.050000000000000044e-01
3.198156800000000188e-02,4.412499999999999756e-01,-5.050000000000000044e-01
3.211264000000000479e-02,4.274999999999999911e-01,-5.050000000000000044e-01
3.224371200000000076e-02,4.199999999999999845e-01,-5.050000000000000044e-01
3.237478400000000367e-02,4.149999999999999800e-01,-5.050000000000000044e-01
3.250585599999999964e-02,4.137500000000000067e-01,-5.050000000000000044e-01
3.263692800000000255e-02,4.887500000000000178e-01,-5.050000000000000044e-01
3.276800000000000546e-02,5.087500000000000355e-01,-5.050000000000000044e-01
3.289907200000000143e-02,4.849999999999999867e-01,-5.050000000000000044e-01
3.303014400000000433e-02,4.699999999999999734e-01,-5.050000000000000044e-01
3.316121600000000030e-02,4.625000000000000222e-01,-5.050000000000000044e-01
3.329228800000000321e-02,4.575000000000000178e-01,-5.050000000000000044e-01
3.342335999999999918e-02,4.550000000000000155e-01,-5.050000000000000044e-01
3.355443200000000209e-02,5.174999999999999600e-01,-5.050000000000000044e-01
3.368550400000000500e-02,5.537499999999999645e-01,-5.050000000000000044e-01
3.381657600000000097e-02,5.300000000000000266e-01,-5.050000000000000044e-01
3.394764800000000388e-02,5.137500000000000400e-01,-5.050000000000000044e-01
3.407871999999999985e-02,5.050000000000000044e-01,-5.050000000000000044e-01
3.420979200000000275e-02,5.000000000000000000e-01,-5.050000000000000044e-01
3.434086399999999872e-02,4.962500000000000244e-01,-5.050000000000000044e-01
3.447193600000000163e-02,5.450000000000000400e-01,-5.050000000000000044e-01
3.460300800000000454e-02,5.949999999999999734e-01,-5.050000000000000044e-01
3.473408000000000051e-02,5.725000000000000089e-01,-5.050000000000000044e-01
3.486515200000000342e-02,5.537499999999999645e-01,-5.050000000000000044e-01
3.499622399999999939e-02,5.424999999999999822e-01,-5.050000000000000044e-01
3.512729600000000230e-02,5.387499999999999512e-01,-5.050000000000000044e-01
3.525836800000000520e-02,5.350000000000000311e-01,-5.050000000000000044e-01
3.538944000000000117e-02,5.712500000000000355e-01,-5.050000000000000044e-01
3.552051200000000408e-02,6.362499999999999822e-01,-5.050000000000000044e-01
3.565158400000000005e-02,6.137500000000000178e-01,-5.050000000000000044e-01
3.578265600000000296e-02,5.949999999999999734e-01,-5.050000000000000044e-01
3.591372799999999893e-02,5.849999999999999645e-01,-5.050000000000000044e-01
3.604480000000000184e-02,5.787499999999999867e-01,-5.050000000000000044e-01
3.617587200000000475e-02,5.762500000000000400e-01,-5.050000000000000044e-01
3.630694400000000072e-02,5.999999999999999778e-01,-5.050000000000000044e-01
3.643801600000000362e-02,6.800000000000000488e-01,-5.050000000000000044e-01
3.656908799999999959e-02,6.587499999999999467e-01,-5.050000000000000044e-01
3.670016000000000250e-02,6.374999999999999556e-01,-5.050000000000000044e-01
3.683123200000000541e-02,6.250000000000000000e-01,-5.050000000000000044e-01
3.696230400000000138e-02,6.187500000000000222e-01,-5.050000000000000044e-01
3.709337600000000429e-02,6.149999999999999911e-01,-5.050000000000000044e-01
3.722444800000000026e-02,6.274999999999999467e-01,-5.050000000000000044e-01
3.735552000000000317e-02,7.175000000000000266e-01,-5.050000000000000044e-01
3.748659199999999914e-02,7.025000000000000133e-01,-5.050000000000000044e-01
3.761766400000000204e-02,6.787499999999999645e-01,-5.050000000000000044e-01
3.774873600000000495e-02,6.650000000000000355e-01,-5.050000000000000044e-01
3.787980800000000092e-02,6.587499999999999467e-01,-5.050000000000000044e-01
3.801088000000000383e-02,6.550000000000000266e-01,-5.050000000000000044e-01
3.814195199999999980e-02,6.587499999999999467e-01,-5.050000000000000044e-01
3.827302400000000271e-02,7.487500000000000266e-01,-5.050000000000000044e-01
3.840409600000000562e-02,7.412499999999999645e-01,-5.050000000000000044e-01
3.853516800000000159e-02,7.175000000000000266e-01,-5.050000000000000044e-01
3.866624000000000450e-02,7.049999999999999600e-01,-5.050000000000000044e-01
3.879731200000000046e-02,6.975000000000000089e-01,-5.050000000000000044e-01
3.892838400000000337e-02,6.937499999999999778e-01,-5.050000000000000044e-01
3.905945599999999934e-02,6.925000000000000044e-01,-5.050000000000000044e-01
3.919052800000000225e-02,7.800000000000000266e-01,-5.050000000000000044e-01
3.932160000000000516e-02,7.824999999999999734e-01,-5.050000000000000044e-01
3.945267200000000113e-02,7.574999999999999512e-01,-5.074999999999999512e-01
3.958374400000000404e-02,7.437500000000000222e-01,-5.074999999999999512e-01
3.971481600000000001e-02,7.362499999999999600e-01,-5.050000000000000044e-01
3.984588800000000292e-02,7.325000000000000400e-01,-5.050000000000000044e-01
3.997696000000000582e-02,7.299999999999999822e-01,-5.050000000000000044e-01
4.010803200000000179e-02,8.024999999999999911e-01,-5.050000000000000044e-01
4.023910400000000470e-02,8.225000000000000089e-01,-5.050000000000000044e-01
4.037017600000000067e-02,7.962500000000000133e-01,-5.050000000000000044e-01
4.050124800000000358e-02,7.812500000000000000e-01,-5.050000000000000044e-01
4.063231999999999955e-02,7.724999999999999645e-01,-5.050000000000000044e-01
4.076339200000000246e-02,7.687500000000000444e-01,-5.050000000000000044e-01
4.089446400000000537e-02,7.662499999999999867e-01,-5.050000000000000044e-01
4.102553600000000134e-02,8.212500000000000355e-01,-5.050000000000000044e-01
4.115660800000000424e-02,8.537500000000000089e-01,-5.050000000000000044e-01
4.128768000000000021e-02,8.299999999999999600e-01,-5.050000000000000044e-01
4.141875200000000312e-02,8.137499999999999734e-01,-5.050000000000000044e-01
4.154982400000000603e-02,8.050000000000000488e-01,-5.050000000000000044e-01
4.168089600000000200e-02,8.012500000000000178e-01,-5.050000000000000044e-01
4.181196800000000491e-02,8.000000000000000444e-01,-5.074999999999999512e-01
4.194304000000000088e-02,8.437500000000000000e-01,-5.050000000000000044e-01
4.207411200000000379e-02,8.924999999999999600e-01,-5.074999999999999512e-01
4.220518399999999976e-02,8.687500000000000222e-01,-5.050000000000000044e-01
4.233625600000000266e-02,8.499999999999999778e-01,-5.050000000000000044e-01
4.246732800000000557e-02,8.425000000000000266e-01,-5.050000000000000044e-01
4.259840000000000154e-02,8.362500000000000488e-01,-5.050000000000000044e-01
4.272947200000000445e-02,8.337499999999999911e-01,-5.050000000000000044e-01
4.286054400000000042e-02,8.625000000000000444e-01,-5.074999999999999512e-01
4.299161600000000333e-02,9.212500000000000133e-01,-5.074999999999999512e-01
4.312268799999999930e-02,9.012499999999999956e-01,-5.074999999999999512e-01
4.325376000000000221e-02,8.824999999999999512e-01,-5.050000000000000044e-01
4.338483200000000511e-02,8.737500000000000266e-01,-5.050000000000000044e-01
4.351590400000000108e-02,8.687500000000000222e-01,-5.050000000000000044e-01
4.364697600000000399e-02,8.662499999999999645e-01,-5.050000000000000044e-01
4.377804799999999996e-02,8.850000000000000089e-01,-5.050000000000000044e-01
4.390912000000000287e-02,9.537499999999999867e-01,-5.050000000000000044e-01
4.404019200000000578e-02,9.362500000000000266e-01,-5.074999999999999512e-01
4.417126400000000175e-02,9.162500000000000089e-01,-5.050000000000000044e-01
4.430233600000000466e-02,9.050000000000000266e-01,-5.050000000000000044e-01
4.443340800000000063e-02,9.000000000000000222e-01,-5.050000000000000044e-01
4.456448000000000353e-02,8.974999999999999645e-01,-5.050000000000000044e-01
4.469555199999999950e-02,9.062500000000000000e-01,-5.050000000000000044e-01
4.482662400000000241e-02,9.787500000000000089e-01,-5.050000000000000044e-01
4.495769600000000532e-02,9.662500000000000533e-01,-5.050000000000000044e-01
4.508876800000000129e-02,9.462500000000000355e-01,-5.050000000000000044e-01
4.521984000000000420e-02,9.362500000000000266e-01,-5.050000000000000044e-01
4.535091200000000017e-02,9.312500000000000222e-01,-5.050000000000000044e-01
4.548198400000000308e-02,9.274999999999999911e-01,-5.050000000000000044e-01
4.561305600000000599e-02,9.287499999999999645e-01,-5.050000000000000044e-01
4.574412800000000195e-02,1.001249999999999973e+00,-5.050000000000000044e-01
4.587520000000000486e-02,9.962499999999999689e-01,-5.050000000000000044e-01
4.600627200000000083e-02,9.749999999999999778e-01,-5.050000000000000044e-01
4.613734400000000374e-02,9.649999999999999689e-01,-5.050000000000000044e-01
4.626841599999999971e-02,9.599999999999999645e-01,-5.050000000000000044e-01
4.639948800000000262e-02,9.575000000000000178e-01,-5.050000000000000044e-01
4.653056000000000553e-02,9.549999999999999600e-01,-5.050000000000000044e-01
4.666163200000000150e-02,1.013749999999999929e+00,-5.050000000000000044e-01
4.679270400000000441e-02,1.018750000000000044e+00,-5.050000000000000044e-01
4.692377600000000037e-02,1.000000000000000000e+00,-5.050000000000000044e-01
4.705484800000000328e-02,9.899999999999999911e-01,-5.050000000000000044e-01
4.718592000000000619e-02,9.837500000000000133e-01,-5.050000000000000044e-01
4.731699200000000216e-02,9.812499999999999556e-01,-5.050000000000000044e-01
4.744806400000000507e-02,9.799999999999999822e-01,-5.050000000000000044e-01
4.757913600000000104e-02,1.030000000000000027e+00,-5.050000000000000044e-01
4.771020800000000395e-02,1.046249999999999902e+00,-5.050000000000000044e-01
4.784127999999999992e-02,1.027500000000000080e+00,-5.050000000000000044e-01
4.797235200000000283e-02,1.014999999999999902e+00,-5.050000000000000044e-01
4.810342400000000573e-02,1.010000000000000009e+00,-5.050000000000000044e-01
4.823449600000000170e-02,1.007500000000000062e+00,-5.050000000000000044e-01
4.836556800000000461e-02,1.004999999999999893e+00,-5.050000000000000044e-01
4.849664000000000058e-02,1.034999999999999920e+00,-5.050000000000000044e-01
4.862771200000000349e-02,1.057500000000000107e+00,-5.050000000000000044e-01
